identifier,actIdentifier,issued,customerName,orderIdentifier,orderDate,orderContractorLegalName,orderContractorIdentifier,addressCountry,addressRegion,addressLocality,streetAddress,locationDescription,latitude,longitude,itemSpecies,itemQuantityPlan,itemQuantityFact,itemQuantityLeft,reportIdentifier,reportDate,status
НС,00-0020,,Дрогобицька міська рада,,,"КП ""СМУ"" ДМР",43032947,Україна,Львівська область,Дрогобич,"вул. Самбірська, 102",null,49.36344,23.49369,Липа,1,1,0,3/27/2020,2020,НС
НС,00-0021,,Дрогобицька міська рада,,,"КП ""СМУ"" ДМР",43032947,Україна,Львівська область,Дрогобич,"вул. Б. Хмельницького, 49",null,49.34564,23.52620,Липа,1,1,0,3/27/2020,2020,НС
492-р,00-0022,2020-9-1,Дрогобицька міська рада,492-р,,"КП ""СМУ"" ДМР",43032947,Україна,Львівська область,Дрогобич,"вул. Л. Українки, 8/1",null,49.35279,23.51049,Ясен,1,1,0,1/27/2020,2020,Дозволено розпорядженням міського голови
492-р,00-0023,2020-9-1,Дрогобицька міська рада,492-р,,"КП ""СМУ"" ДМР",43032947,Україна,Львівська область,Дрогобич,"вул. Грушевського, 1",null,49.35469,23.51281,Ясен,1,1,0,1/27/2020,2020,Дозволено розпорядженням міського голови
627-р,00-0024,2020-11-4,Дрогобицька міська рада,627-р,,"КП ""СМУ"" ДМР",43032947,Україна,Львівська область,Дрогобич,"вул. Горішня Брама, 26",null,49.34790,23.49407,Дуб,1,1,0,1/27/2020,2020,Дозволено розпорядженням міського голови
605-р,00-0024,2020-10-20,Дрогобицька міська рада,605-р,,"КП ""СМУ"" ДМР",43032947,Україна,Львівська область,Дрогобич,"вул. Котляревського, 33",null,49.34130,23.51772,Каштан,1,1,0,1/27/2020,2020,Дозволено розпорядженням міського голови
00-205,00-0001,10/23/2020,Департамент міського господарства,205,10/23/2020,"КП ""Служба муніципального управління""",43032947,Україна,Львівська,Дрогобич,вул. Т. Шевченка,"навпроти маг. ""Ромашка""",49.35307,23.50321,каштан,1,1,0,2/4/2021,2021,дерево видалено
00-243,00-0005,12/23/2020,Департамент міського господарства,243,12/23/2020,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,"вул. Трускавецька, 42",-,49.34739,23.50741,акація,1,1,0,2020,2020,дерево видалено
00-014,00-0005,2/2/2021,Департамент міського господарства,14,2/2/2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,"вул. Мазепи,22",-,49.35182,23.51092,горіх,1,1,0,2/26/2021,2021,видалення дерева
00-014,00-0006,2/2/2021,Департамент міського господарства,14,2/2/2021,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,"вул. Нафтовиків,17",-,49.34526,23.49204,ялиця,1,1,0,2/23/2021,2021,видалення дерева
