identifier,actIdentifier,issued,customerName,orderIdentifier,orderDate,orderContractorLegalName,orderContractorIdentifier,addressCountry,addressRegion,addressLocality,streetAddress,locationDescription,latitude,longitude,itemSpecies,itemQuantityPlan,itemQuantityFact,itemQuantityLeft,reportIdentifier,reportDate,status
00-025,00-0025,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Шевченка. 27,Центральна бібліотека ім. В'ячеслава Чорновола,49.35318, 23.49974,Кущ калини,1,1,0,2019,2019,Замовлення виконано підрядником
00-026,00-0026,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Шевченка. 27,Центральна бібліотека ім. В'ячеслава Чорновола,49.35312, 23.49971,Кущ калини,1,1,0,2019,2019,Замовлення виконано підрядником
00-027,00-0027,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Шевченка. 27,Центральна бібліотека ім. В'ячеслава Чорновола,49.35304, 23.49967,Кущ калини,1,1,0,2019,2019,Замовлення виконано підрядником
00-028,00-0028,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Шевченка. 27,Центральна бібліотека ім. В'ячеслава Чорновола,49.35304, 23.49967,Декоративний кущ,1,1,0,2019,2019,Замовлення виконано підрядником
00-029,00-0029,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Шевченка. 27,Центральна бібліотека ім. В'ячеслава Чорновола,49.35304, 23.49967,Декоративний кущ,1,1,0,2019,2019,Замовлення виконано підрядником
00-030,00-0030,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Шевченка. 27,Центральна бібліотека ім. В'ячеслава Чорновола,49.35296, 23.49977,Декоративний кущ,1,1,0,2019,2019,Замовлення виконано підрядником
00-031,00-0031,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Лесі Українки. 37,Дитяча художня школа №1,49.35602,23.5008,Кущ барбарису,1,1,0,2019,2019,Замовлення виконано підрядником
00-032,00-0032,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Лесі Українки. 37,Дитяча художня школа №1,49.35596,23.50077,Кущ барбарису,1,1,0,2019,2019,Замовлення виконано підрядником
00-033,00-0033,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Лесі Українки. 37,Дитяча художня школа №1,49.35593,23.50075,Кущ барбарису,1,1,0,2019,2019,Замовлення виконано підрядником
00-034,00-0034,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Лесі Українки. 37,Дитяча художня школа №1,49.35588,23.50074,Кущ барбарису,1,1,0,2019,2019,Замовлення виконано підрядником
00-035,00-0035,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Лесі Українки. 37,Дитяча художня школа №1,49.35584,23.50072,Кущ барбарису,1,1,0,2019,2019,Замовлення виконано підрядником
00-036,00-0036,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Лесі Українки. 37,Дитяча художня школа №1,49.35581,23.50070,Кущ барбарису,1,1,0,2019,2019,Замовлення виконано підрядником
00-037,00-0037,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Лесі Українки. 37,Дитяча художня школа №1,49.35578,23.50069,Кущ барбарису,1,1,0,2019,2019,Замовлення виконано підрядником
00-038,00-0038,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Лесі Українки. 37,Дитяча художня школа №1,49.35574,23.50067,Кущ барбарису,1,1,0,2019,2019,Замовлення виконано підрядником
00-039,00-0039,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Лесі Українки. 37,Дитяча художня школа №1,49.35568,23.50065,Кущ барбарису,1,1,0,2019,2019,Замовлення виконано підрядником
00-040,00-0040,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Лесі Українки. 37,Дитяча художня школа №1,49.35564,23.50064,Кущ барбарису,1,1,0,2019,2019,Замовлення виконано підрядником
00-041,00-0041,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Лесі Українки. 37,Дитяча художня школа №1,49.35559,23.50061,Кущ барбарису,1,1,0,2019,2019,Замовлення виконано підрядником
00-042,00-0042,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Лесі Українки. 37,Дитяча художня школа №1,49.35554,23.50075,Кущ барбарису,1,1,0,2019,2019,Замовлення виконано підрядником
00-043,00-0043,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Лесі Українки. 37,Дитяча художня школа №1,49.35558,23.50077,Кущ барбарису,1,1,0,2019,2019,Замовлення виконано підрядником
00-044,00-0044,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Лесі Українки. 37,Дитяча художня школа №1,49.35563,23.50080,Кущ барбарису,1,1,0,2019,2019,Замовлення виконано підрядником
00-045,00-0045,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Лесі Українки. 37,Дитяча художня школа №1,49.35570,23.50083,Кущ барбарису,1,1,0,2019,2019,Замовлення виконано підрядником
00-046,00-0046,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Лесі Українки. 37,Дитяча художня школа №1,49.35576,23.50086,Кущ барбарису,1,1,0,2019,2019,Замовлення виконано підрядником
00-047,00-0047,2019,Дрогобицька міська рада,,,Відділ Культури,2229238,Україна,Львівська область,Дрогобич,вул. Лесі Українки. 37,Дитяча художня школа №1,49.35553,23.50067,Кущ барбарису,1,1,0,2019,2019,Замовлення виконано підрядником
-,00-0054,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,навпроти парку ім Б. Хмельницького,49.32969,23.51526,ялиця,1,1,0,21.03.2021,2021,висадка дерев
-,00-0055,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,навпроти парку ім Б. Хмельницького,49.32919,23.51528,ялиця,1,1,0,21.03.2021,2021,висадка дерев
-,00-0056,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,навпроти парку ім Б. Хмельницького,49.32925,23.51523,ялиця,1,1,0,21.03.2021,2021,висадка дерев
-,00-0057,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,навпроти парку ім Б. Хмельницького,49.32933,23.5152,ялиця,1,1,0,21.03.2021,2021,висадка дерев
-,00-0058,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,навпроти парку ім Б. Хмельницького,49.32932,23.51599,ялиця,1,1,0,21.03.2021,2021,висадка дерев
-,00-0059,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,навпроти парку ім Б. Хмельницького,49.32927,23.516,ялиця,1,1,0,21.03.2021,2021,висадка дерев
-,00-0060,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,навпроти парку ім Б. Хмельницького,49.32932,23.5172,ялиця,1,1,0,21.03.2021,2021,висадка дерев
-,00-0061,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,навпроти парку ім Б. Хмельницького,49.32938,23.5162,ялиця,1,1,0,21.03.2021,2021,висадка дерев
-,00-0062,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,навпроти парку ім Б. Хмельницького,49.32943,23.517,ялиця,1,1,0,21.03.2021,2021,висадка дерев
-,00-0063,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,навпроти парку ім Б. Хмельницького,49.32950,23.5171,ялиця,1,1,0,21.03.2021,2021,висадка дерев
-,00-0064,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,навпроти парку ім Б. Хмельницького,49.32955,23.5165,ялиця,1,1,0,21.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33289,23.51130,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33227,23.51127,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33231,23.51127,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33237,23.51127,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33241,23.51127,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33246,23.51127,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33252,23.51127,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33258,23.51127,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33263,23.51127,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33269,23.51127,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33274,23.51127,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33279,23.51127,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33287,23.51127,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33292,23.51127,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33298,23.51127,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33303,23.51120,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33309,23.51120,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33315,23.51120,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33321,23.51115,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33327,23.51115,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33275,23.51134,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33272,23.51135,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33268,23.51135,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33265,23.51137,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33261,23.51139,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33258,23.51140,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33254,23.51142,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33250,23.51143,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33246,23.51144,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0074,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька. 75,парк ім Б. Хмельницького,49.33241,23.51144,модрина,1,1,0,05.03.2021,2021,висадка дерев
-,00-0120,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. П. Орлика. 14,сквер,49.35575,23.51341,сакура,1,1,1,10.04.2021,2021,висадка дерев
-,00-0121,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. П. Орлика. 14,сквер,49.35548,23.51357,сакура,1,1,1,10.04.2021,2021,висадка дерев
-,00-0122,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. П. Орлика. 14,сквер,49.35564,23.5131,сакура,1,1,1,10.04.2021,2021,висадка дерев
-,00-0123,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. П. Орлика. 14,сквер,49.3556,23.5135,сакура,1,1,1,10.04.2021,2021,висадка дерев
-,00-0124,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. П. Орлика. 14,сквер,49.35544,23.51348,сакура,1,1,1,10.04.2021,2021,висадка дерев
-,00-0125,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. П. Орлика. 14,сквер,49.35538,23.51425,сакура,1,1,1,10.04.2021,2021,висадка дерев
-,00-0126,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. П. Орлика. 14,сквер,49.35535,23.51349,сакура,1,1,1,10.04.2021,2021,висадка дерев
-,00-0127,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. П. Орлика. 14,сквер,49.35533,23.51425,сакура,1,1,1,10.04.2021,2021,висадка дерев
-,00-0128,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. П. Орлика. 14,сквер,49.35568,23.51363,сакура,1,1,1,10.04.2021,2021,висадка дерев
-,00-0129,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. П. Орлика. 14,сквер,49.35566,23.51438,сакура,1,1,1,10.04.2021,2021,висадка дерев
-,00-0130,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Кн. Ольги,прибудинкова територія,49.35575,23.51401,сакура,1,1,1,10.04.2021,2021,висадка дерев
-,00-0131,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Кн. Ольги,прибудинкова територія,49.35569,23.51396,сакура,1,1,1,10.04.2021,2021,висадка дерев
-,00-0136,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька,"""Парк культури та відпочинку""",49.3494,23.50899,липа,1,1,1,13.04.2021,2021,висадка дерев
-,00-0137,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька,"""Парк культури та відпочинку""",49.34935,23.50967,липа,1,1,1,13.04.2021,2021,висадка дерев
-,00-0138,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька,"""Парк культури та відпочинку""",49.34924,23.51054,липа,1,1,1,13.04.2021,2021,висадка дерев
-,00-0139,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька,"""Парк культури та відпочинку""",49.34912,23.51128,явір,1,1,1,13.04.2021,2021,висадка дерев
-,00-0140,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька,"""Парк культури та відпочинку"" ",49.34903,23.51286,явір,1,1,1,13.04.2021,2021,висадка дерев
-,00-0141,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька,"""Парк культури та відпочинку""",49.34941,23.51129,липа,1,1,1,13.04.2021,2021,висадка дерев
-,00-0142,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька,"""Парк культури та відпочинку""",49.34924,23.51006,береза,1,1,1,13.04.2021,2021,висадка дерев
-,00-0143,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька,"""Парк культури та відпочинку""",49.34914,23.50861,явір,1,1,1,13.04.2021,2021,висадка дерев
-,00-0144,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька,"""Парк культури та відпочинку""",49.34932,23.51128,явір,1,1,1,13.04.2021,2021,висадка дерев
-,00-0145,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька,"""Парк культури та відпочинку"" ",49.34917,23.51288,явір,1,1,1,13.04.2021,2021,висадка дерев
-,00-0146,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька,"""Парк культури та відпочинку""",49.34946,23.51044,явір,1,1,1,13.04.2021,2021,висадка дерев
-,00-0147,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька,"""Парк культури та відпочинку""",49.34962,23.51094,липа,1,1,1,13.04.2021,2021,висадка дерев
-,00-0148,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька,"""Парк культури та відпочинку""",49.34958,23.51249,липа,1,1,1,13.04.2021,2021,висадка дерев
-,00-0149,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька,"""Парк культури та відпочинку"" ",49.3494,23.51298,явір,1,1,1,13.04.2021,2021,висадка дерев
-,00-0150,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька,"""Парк культури та відпочинку""",49.34936,23.51107,явір,1,1,1,13.04.2021,2021,висадка дерев
-,00-0151,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька,"""Парк культури та відпочинку""",49.34879,23.50982,явір,1,1,1,13.04.2021,2021,висадка дерев
-,00-0152,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька,"""Парк культури та відпочинку""",49.34904,23.51009,явір,1,1,1,13.04.2021,2021,висадка дерев
-,00-0153,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Трускавецька,"""Парк культури та відпочинку"" ",49.34897,23.51048,явір,1,1,1,13.04.2021,2021,висадка дерев
-,00-0155,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Стрийська,біля дороги,49.3526,23.54939,каштан,1,1,1,16.04.2021,2021,висадка дерев
-,00-0156,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Стрийська,біля дороги,49.35198,23.54992,каштан,1,1,1,16.04.2021,2021,висадка дерев
-,00-0157,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Стрийська,біля дороги,49.35321,23.55372,каштан,1,1,1,16.04.2021,2021,висадка дерев
-,00-0158,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Стрийська,біля дороги,49.35226,23.55138,каштан,1,1,1,16.04.2021,2021,висадка дерев
-,00-0159,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Стрийська,біля дороги,49.35311,23.55343,каштан,1,1,1,16.04.2021,2021,висадка дерев
-,00-0160,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Стрийська,біля дороги,49.35307,23.55254,каштан,1,1,1,16.04.2021,2021,висадка дерев
-,00-0161,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Стрийська,біля дороги,49.35303,23.55332,каштан,1,1,1,16.04.2021,2021,висадка дерев
-,00-0162,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Стрийська,біля дороги,49.35216,23.54966,каштан,1,1,1,16.04.2021,2021,висадка дерев
-,00-0163,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Стрийська,біля дороги,49.35314,23.55267,каштан,1,1,1,16.04.2021,2021,висадка дерев
-,00-0164,-,-,-,-,"КП ""Служба муніципального управління""",43032951,Україна,Львівська,Дрогобич,вул. Стрийська,біля дороги,49.35304,23.55343,каштан,1,1,1,16.04.2021,2021,висадка дерев
